Quantity,VideoAmt,PhotoAmt,ColorAmt,Fee,Age,BreedName,BreedPure,ColorName,StateBins,AgeBins,Type,Breed1,Breed2,Color1,Color2,Color3,Gender,Vaccinated,Dewormed,Sterilized,MaturitySize,FurLength,Health,truncatedsvd0,truncatedsvd1,truncatedsvd2,truncatedsvd3,truncatedsvd4,truncatedsvd5,truncatedsvd6,truncatedsvd7,truncatedsvd8,truncatedsvd9,AdoptionSpeed
0.0,0.0,0.5,0.0,0.0,0.0047169811320754715,4.0,0.0,5.0,0.0,0.0,1.0,141.0,307.0,7.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.21162184152214014,-0.07449081365556652,0.6422182422380391,-0.13286378783429614,0.04604811869137067,-0.2090572277720512,0.04553433616312387,-0.05680414644722727,-0.07031043847053414,-0.07364770988847312,3
0.4000000000000001,0.0,0.30000000000000004,1.0,0.0,0.02830188679245283,2.0,1.0,0.0,5.0,3.0,2.0,266.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06373806453996059,0.1444842920391383,-0.01219896354463049,-0.06330728796136088,-0.15432092473129227,0.0037488150603307534,0.2115870799888933,0.10143880891005501,0.10265127481354511,-0.07319864281370192,4
0.0,0.0,0.4,0.5,0.0,0.009433962264150943,12.0,0.0,0.0,0.0,1.0,1.0,218.0,307.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.2032521021020046,-0.07662109393473968,0.6637254774323514,-0.13060749767051336,0.045001243738161056,-0.21938335093807715,0.005508296787050232,-0.019342998617071935,0.030073100264544315,-0.004704918099979766,2
0.2,0.0,0.30000000000000004,1.0,0.0,0.04245283018867924,1.0,1.0,0.0,2.0,3.0,2.0,265.0,265.0,1.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.05191750978298085,-0.008260896397077094,0.017283388594062744,-0.0058904616581123065,-0.04534085335853642,0.09163859333569353,0.03287889640867255,0.002173257161952845,-0.06521664897918242,0.057419935582687404,4
0.0,0.0,0.30000000000000004,0.5,0.0,0.0047169811320754715,2.0,1.0,0.0,0.0,0.0,2.0,266.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18496641597315752,0.12055310649382714,-0.09166893459327868,-0.15441444982635022,-0.059826897196521164,-0.0751761212981721,-0.08685354855035413,-0.06580970650215236,0.06945475170939722,-0.03708057752289079,3
0.2,1.0,0.4,1.0,0.1,0.014150943396226415,11.0,1.0,0.0,0.0,2.0,2.0,299.0,0.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1851683086976505,0.12063831697641968,-0.031935886924506704,-0.07856465349885894,0.05430691345947826,0.04237033421213834,0.042622867386513524,-0.059774439102899396,-0.06904594142590657,-0.026976420162915942,4
0.0,0.0,0.1,0.0,0.01,0.009433962264150943,5.0,0.0,5.0,1.0,1.0,1.0,307.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.15670739213707616,0.0747291127611143,0.1844240807893409,0.03537270582429136,-0.12067219325556178,0.12907091984698574,-0.048848517051565836,-0.1585008706450619,0.0762130650287287,0.16187382135956113,3
0.0,0.0,0.1,1.0,0.0,0.023584905660377357,6.0,0.0,0.0,5.0,2.0,2.0,288.0,266.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.19070561392528873,-0.02678674081911402,-0.05182909618014407,-0.05661142695937742,-0.011155453102750762,-0.0759475948631907,0.002379854495600693,-0.09712037399190633,0.0315575161451211,-0.001275114871016017,2
0.0,0.0,0.1,0.0,0.0,0.16981132075471697,7.0,1.0,5.0,5.0,5.0,2.0,285.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0000000000000002,0.0,0.4,1.0,0.0,0.0047169811320754715,2.0,1.0,1.0,5.0,0.0,2.0,266.0,266.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.17781841527510128,-0.023911705379611382,-0.06802272620790009,-0.25191799954498867,0.24169672289873062,0.11829102862639876,-0.056577108665440336,-0.03053593045316082,0.276256776837089,-0.03614198538700444,1
0.0,0.0,0.30000000000000004,1.0,0.0,0.009433962264150943,6.0,0.0,3.0,0.0,1.0,2.0,247.0,299.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.24309569511594575,-0.032902624368769846,-0.09884764529236259,-0.10805552168361836,-0.06269253830094514,0.07147674745833657,-0.022388409837009432,-0.01892042144468663,-0.21948734948396523,-0.015358586040991292,2
0.0,0.0,0.9,0.0,0.0,0.04245283018867924,5.0,0.0,2.0,4.0,3.0,1.0,307.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.1898164460741409,-0.04934999762726471,-0.08832165280016509,0.00535658410258685,0.11898574126881391,-0.030892106329345678,0.06862069035008571,-0.019915568817436044,0.0029157415927577608,0.03422618324261512,3
0.0,0.0,0.5,1.0,0.0,0.05660377358490566,5.0,0.0,1.0,2.0,4.0,1.0,307.0,0.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.2773995191087515,-0.05669385221483807,0.030471658348886516,0.06436549687152142,-0.022523701414217896,0.09144555373367111,-0.01810780334684629,-0.01016981869908015,0.08646127048994807,0.11606735640098488,2
0.8,0.0,0.7000000000000001,1.0,0.0,0.014150943396226415,5.0,0.0,0.0,0.0,2.0,1.0,307.0,0.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0.19810635613383742,-0.03174897562754062,0.058181479738837444,0.052295016930318274,-0.05799599298922114,0.04775710724404042,-0.03534513056851727,-0.03915817251338505,0.015008864929479147,-0.03028276551812952,3
0.0,0.5,0.4,0.0,0.0,0.014150943396226415,6.0,0.0,5.0,5.0,2.0,1.0,173.0,75.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.20602550207810844,-0.04317180307607116,0.05109819740541509,0.12410330630355829,-0.003367584197548769,0.04227691247606165,0.05419684514658887,-0.02771191157703412,0.05943584126219658,0.06789877486135322,3
