Quantity,VideoAmt,PhotoAmt,ColorAmt,Fee,Age,BreedName,BreedPure,ColorName,StateBins,AgeBins,Type,Breed1,Breed2,Color1,Color2,Color3,Gender,Vaccinated,Dewormed,Sterilized,MaturitySize,FurLength,Health,truncatedsvd0,truncatedsvd1,truncatedsvd2,truncatedsvd3,truncatedsvd4,truncatedsvd5,truncatedsvd6,truncatedsvd7,truncatedsvd8,truncatedsvd9,AdoptionSpeed
0.4000000000000001,0.0,0.30000000000000004,1.0,0.0,0.023529411764705882,2.0,1.0,0.0,5.0,3.0,2.0,266.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06414484940819307,0.14549376325135258,-0.011031480861499557,-0.0753713956777302,-0.11973530536429208,-0.060036952901747355,0.23936287154457594,0.10299595463040565,0.08002430384023772,-0.060627192904082576,4
0.2,0.0,0.30000000000000004,1.0,0.0,0.03529411764705882,1.0,1.0,0.0,2.0,3.0,2.0,265.0,265.0,1.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.05147813126138713,-0.00646465985234577,0.014089933255721731,-0.006788009890131582,-0.05752945613752385,0.0713439157797977,0.04677385706009771,-0.011815058653999143,-0.08524806979883456,0.0643163406598297,4
0.2,0.0,0.1,1.0,0.0,0.23529411764705882,6.0,0.0,0.0,5.0,6.0,2.0,252.0,299.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.31032555105642484,-0.07682927502980459,-0.005324430658055244,-0.040304678271651566,-0.06308766236274167,-0.1131426857157136,-0.019782271880375433,0.021516967208175003,-0.09659526577026717,0.030460066019772837,4
0.0,0.0,0.30000000000000004,0.5,0.0,0.00392156862745098,2.0,1.0,0.0,0.0,0.0,2.0,266.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18303053774815853,0.12343662660039603,-0.0866118284802515,-0.1560202295048618,-0.0324407393142336,-0.07187481309086187,-0.07492637135954112,-0.06598505382962824,0.06614256408870209,-0.05128951045557936,3
0.2,1.0,0.4,1.0,0.06666666666666667,0.011764705882352941,11.0,1.0,0.0,0.0,2.0,2.0,299.0,0.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1833612864875495,0.12036092105532192,-0.028029474341007152,-0.07366646919680282,0.06676440339178515,0.04027885860858723,0.033160658028868265,-0.060824700922884445,-0.07359308394607021,-0.036055029443682676,4
0.0,0.0,0.1,0.0,0.006666666666666666,0.00784313725490196,5.0,0.0,5.0,1.0,1.0,1.0,307.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18523483271254967,0.08812670069691472,0.1930257964686015,0.04443561327993446,-0.14737209749899516,0.11779642579569846,0.0018729326136355893,-0.1701879972947618,0.13304844968936896,0.1338933002709349,3
0.0,0.0,0.1,1.0,0.0,0.0196078431372549,6.0,0.0,0.0,5.0,2.0,2.0,288.0,266.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.19099688591107258,-0.024258149180177862,-0.05107327504660568,-0.05863982021085988,0.0121801423103272,-0.08178245821307141,-0.015305204074250954,-0.07948889281587901,0.04987897999419339,-0.007709375321503464,2
0.0,0.0,0.1,0.0,0.0,0.1411764705882353,7.0,1.0,5.0,5.0,5.0,2.0,285.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.2,0.5,0.0,0.011764705882352941,12.0,0.0,1.0,0.0,2.0,1.0,218.0,307.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.23107838537068545,-0.05039644173814619,0.08235732584105146,0.09592272630387041,0.013260513096323184,0.1155526994670474,0.1142403907074514,0.010390959654538163,-0.226301917802503,0.10242963219476406,2
0.0,0.0,0.30000000000000004,0.0,0.0,0.00784313725490196,5.0,0.0,0.0,0.0,1.0,1.0,307.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.12152636521137221,-0.05079774226489031,0.4391483509192895,-0.10347670498194919,0.02381267433750532,-0.10953822876349685,0.1595250242277499,-0.263271755176126,-0.2801600324021621,0.0023310716955024166,1
