Quantity,VideoAmt,PhotoAmt,ColorAmt,Fee,Age,BreedName,BreedPure,ColorName,StateBins,AgeBins,Type,Breed1,Breed2,Color1,Color2,Color3,Gender,Vaccinated,Dewormed,Sterilized,MaturitySize,FurLength,Health,truncatedsvd0,truncatedsvd1,truncatedsvd2,truncatedsvd3,truncatedsvd4,truncatedsvd5,truncatedsvd6,truncatedsvd7,truncatedsvd8,truncatedsvd9,AdoptionSpeed
0.0,0.0,0.5,0.0,0.0,0.00392156862745098,4.0,0.0,5.0,0.0,0.0,1.0,141.0,307.0,7.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.207548595855623,-0.07122021046532798,0.638867045510232,-0.1363475183640946,0.07616131269303247,-0.18623751076492082,0.03210290081384513,-0.04203979152690716,-0.0427441191114109,-0.06392822994654114,3
0.4000000000000001,0.0,0.30000000000000004,1.0,0.0,0.023529411764705882,2.0,1.0,0.0,5.0,3.0,2.0,266.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06471111985932587,0.14093310537856224,-0.013405128591531602,-0.053639116370719095,-0.10431872144787789,-0.011662656784514665,0.22270388100518193,0.12830381334077803,0.1373797026391954,-0.05008754004213369,4
0.0,0.0,0.4,0.5,0.0,0.00784313725490196,12.0,0.0,0.0,0.0,1.0,1.0,218.0,307.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.20581672812006258,-0.07441349312193082,0.6731490000228915,-0.1384686190948401,0.06169455819260275,-0.20334759355366308,-0.024822705515707734,-0.012590633090052995,0.06664100401702386,0.020793594425840178,2
0.2,0.0,0.30000000000000004,1.0,0.0,0.03529411764705882,1.0,1.0,0.0,2.0,3.0,2.0,265.0,265.0,1.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.051242981081723205,-0.007760290593041089,0.01574240732394704,0.0034199380017821794,-0.04601971049111277,0.08084637310614688,0.04943503733856428,0.014625202529331801,-0.08936324580017532,0.02877239251948067,4
0.2,0.0,0.1,1.0,0.0,0.23529411764705882,6.0,0.0,0.0,5.0,6.0,2.0,252.0,299.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.30875687696699666,-0.07840072804108941,0.0006975193630593471,-0.019057933226043898,-0.06564881589976268,-0.11108736045860074,0.023310513312495826,0.03975137205470652,-0.09799967076770354,-0.0343736863806879,4
0.2,1.0,0.4,1.0,0.06666666666666667,0.011764705882352941,11.0,1.0,0.0,0.0,2.0,2.0,299.0,0.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1852001936627878,0.11507413035523087,-0.034238170511634865,-0.08441955024250282,0.06567991799718385,0.04139155085163894,0.039783754340751036,-0.04719052907637408,-0.03898003889226881,-0.004208892621900443,4
0.0,0.0,0.1,0.0,0.006666666666666666,0.00784313725490196,5.0,0.0,5.0,1.0,1.0,1.0,307.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.15738913432864254,0.07317682243851961,0.17866128572091514,0.02604903665799806,-0.15237462433511875,0.0943650841541913,0.019573805184737555,-0.18396424326416339,0.11764352539341225,0.2506203644288036,3
0.0,0.0,0.1,1.0,0.0,0.0196078431372549,6.0,0.0,0.0,5.0,2.0,2.0,288.0,266.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.19132261784410665,-0.025751929366976872,-0.049476098554558354,-0.061066278638654825,-0.00974956319765153,-0.08865264995281805,0.006064215708741866,-0.09032249220413825,0.04776438053015037,-0.0014126638168114863,2
0.0,0.0,0.1,0.0,0.0,0.1411764705882353,7.0,1.0,5.0,5.0,5.0,2.0,285.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.2,0.5,0.0,0.011764705882352941,12.0,0.0,1.0,0.0,2.0,1.0,218.0,307.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.23043886054067655,-0.05204535614282581,0.08849324923714892,0.10265038206624919,0.06210813636747529,0.13355787795358603,0.12654324046391086,0.049496436428788405,-0.22574741757905448,-0.014204829499510359,2
1.0000000000000002,0.0,0.4,1.0,0.0,0.00392156862745098,2.0,1.0,1.0,5.0,0.0,2.0,266.0,266.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.17646706922855807,-0.02830249967068906,-0.07087043636500252,-0.249586323788149,0.20140862853160438,0.14046332327625777,-0.07736261701103377,-0.03565437266910599,0.18602476457304742,-0.01799006661101736,1
0.0,0.0,0.30000000000000004,0.0,0.0,0.00784313725490196,5.0,0.0,0.0,0.0,1.0,1.0,307.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.12401366390606569,-0.044656758993104395,0.44193724755691943,-0.1047413368605911,0.045179139131708304,-0.05680992750346648,0.2548021708019484,-0.2002805597385972,-0.29641162125616666,-0.17149222571888018,1
0.0,0.0,0.30000000000000004,1.0,0.0,0.00784313725490196,6.0,0.0,3.0,0.0,1.0,2.0,247.0,299.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.23898559705241543,-0.03608139497156712,-0.0944638611002962,-0.10428758336448439,-0.06872366331218258,0.06801717611376629,0.009775257250263413,-0.013377853781464343,-0.18849382108132032,-0.04802283683288805,2
0.0,0.0,0.5,1.0,0.0,0.047058823529411764,5.0,0.0,1.0,2.0,4.0,1.0,307.0,0.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.2764768185026439,-0.06065838468539449,0.025285617214752185,0.06687373308200355,-0.036158355450428156,0.07976746734080413,-0.01682958931543158,-0.022863731625321394,0.09698262388516991,0.18953794008421032,2
0.8,0.0,0.7000000000000001,1.0,0.0,0.011764705882352941,5.0,0.0,0.0,0.0,2.0,1.0,307.0,0.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0.19611251077470826,-0.033435274861917295,0.053277722856743655,0.04744858047341627,-0.07056321600629586,0.060798529289493315,-0.00511463406166731,-0.05555759866641816,0.024007908712961306,-0.04072137812155605,3
0.0,0.5,0.4,0.0,0.0,0.011764705882352941,6.0,0.0,5.0,5.0,2.0,1.0,173.0,75.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.2048948225174774,-0.04334965218493541,0.0480343691141078,0.12413597036448745,0.010324608528870162,0.01663539687086914,0.050268632582264466,-0.027325325278267212,0.07464926138853373,0.10722241556573876,3
0.0,0.0,0.2,0.0,0.03333333333333333,0.09411764705882353,4.0,0.0,1.0,1.0,5.0,1.0,141.0,307.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.21321603449096208,-0.07008897315204973,-0.06084802754788364,0.09802670216964204,-0.08697079614863487,-0.2163567955621282,-0.08009005305266072,0.04223710440240165,0.08730720950954822,-0.013198472405490776,4
0.0,0.0,0.1,1.0,0.0,0.0784313725490196,6.0,1.0,0.0,0.0,4.0,2.0,303.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21068891112881855,-0.035737580715744295,-0.11986813640121989,-0.11851827062716275,-0.005119479814445233,-0.10266469107259525,-0.04002168635709039,0.03117750652963408,-0.038717338584359315,-0.020280623246302757,2
0.0,0.0,0.4,0.5,0.03333333333333333,0.0196078431372549,1.0,1.0,6.0,0.0,2.0,2.0,265.0,0.0,4.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.16525103242392158,0.10253873808264947,-0.02021191014679785,-0.10168464382361658,-0.006892563623038764,0.11308920277203251,0.020257284499284173,-0.0655659177744129,-0.04711076708864301,-0.0874610912312965,1
0.0,0.0,0.2,0.5,0.0,0.03529411764705882,5.0,0.0,0.0,0.0,3.0,1.0,307.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2135563177272315,-0.05906107334787662,-0.04487770159661668,0.060964463186369576,0.07315581114153809,0.04434752027133977,-0.021507223101837634,0.04172005102729705,8.887977777938955e-05,-0.037320937547420996,4
0.0,0.0,0.5,1.0,0.03333333333333333,0.027450980392156862,11.0,1.0,0.0,0.0,3.0,2.0,299.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16781244209824375,-0.04240400084403634,-0.048118477739394365,0.0007001991378510161,0.0792577635841762,-0.01542590150735251,-0.0026893142084431264,0.07191109671801073,-0.06951048808912405,-0.03440874991796236,4
0.0,0.0,0.2,0.5,0.0,0.054901960784313725,5.0,0.0,0.0,5.0,4.0,1.0,307.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.19358538404352288,-0.06137590477443443,0.015643972462720528,0.14876470919633578,0.016650716576060372,-0.023046772499033044,-0.05071244905134632,0.16757566478286043,-0.0053656308931328365,0.020876088523441704,4
0.0,0.0,0.1,1.0,0.0,0.00784313725490196,5.0,0.0,1.0,0.0,1.0,1.0,307.0,307.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.21363236385974135,-0.04048977674496742,0.017979254325268916,-0.014387578297429763,0.059900219249165776,0.14257427128815311,0.023105558324530977,-0.017942689430417776,-0.05246335946289124,0.0259308926584131,3
0.0,0.0,0.2,0.5,0.0,0.09411764705882353,4.0,1.0,0.0,0.0,5.0,1.0,141.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.22220469732104728,-0.03449437383588551,-0.06865328191843408,0.08077364975795882,0.10211195443209595,0.005800636880191189,0.09152321110836441,-0.0977707018825427,0.06273114269586792,-0.074114734606852,1
0.0,0.0,0.30000000000000004,0.0,0.0,0.054901960784313725,5.0,0.0,0.0,0.0,4.0,1.0,307.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.234603229962859,-0.05907738402416469,0.054068446644238086,0.10190704950927267,0.08733713368716205,-0.026237862875278933,-0.10186721467350604,0.1418185079545813,0.09823147269120325,-0.12166965729418242,4
0.0,0.0,0.2,0.5,0.0,0.0392156862745098,5.0,0.0,0.0,0.0,3.0,1.0,307.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1629136068593499,-0.05536665413597086,0.06055700205372026,0.08580037134568193,0.08872550147718389,0.016752439608891573,-0.02563932414017589,0.1468310722692763,-0.036333816289486724,-0.08225333319106778,3
