Quantity,VideoAmt,PhotoAmt,ColorAmt,Fee,Age,BreedName,BreedPure,ColorName,StateBins,AgeBins,Type,Breed1,Breed2,Color1,Color2,Color3,Gender,Vaccinated,Dewormed,Sterilized,MaturitySize,FurLength,Health,truncatedsvd0,truncatedsvd1,truncatedsvd2,truncatedsvd3,truncatedsvd4,truncatedsvd5,truncatedsvd6,truncatedsvd7,truncatedsvd8,truncatedsvd9,AdoptionSpeed
0.0,0.0,0.5,0.0,0.0,0.00392156862745098,4.0,0.0,5.0,0.0,0.0,1.0,141.0,307.0,7.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.20231253402031954,-0.07239493577918972,0.6212059805142349,0.10981999724177134,0.017038956022814796,-0.1971157054161823,0.02224839333004002,-0.060934835672728165,-0.061468216081766947,-0.07029640097794496,3
0.0,0.0,0.4,0.5,0.0,0.00784313725490196,12.0,0.0,0.0,0.0,1.0,1.0,218.0,307.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.2066527102660456,-0.07876278351334623,0.685266895975879,0.11948575433520278,0.009046692464075898,-0.22022988401973642,-0.017360882030352274,-0.005922826418627064,0.0549906603146246,-0.05017309700131941,2
0.2,0.0,0.30000000000000004,1.0,0.0,0.03529411764705882,1.0,1.0,0.0,2.0,3.0,2.0,265.0,265.0,1.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.053023419662296206,-0.00663908233666179,0.01193114791078071,-0.0009868022872502728,-0.034637309540776304,0.08454774874719961,0.03089726373372495,-0.011735210637683426,-0.07562851193361542,0.07275787961825253,4
0.2,0.0,0.1,1.0,0.0,0.23529411764705882,6.0,0.0,0.0,5.0,6.0,2.0,252.0,299.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.31228654030415887,-0.0747050993007998,-0.0013513718605813376,0.021854412814460995,-0.09097325655983216,-0.10736237139246967,0.001455240334161873,0.028832804319999867,-0.09348275982473722,0.031517510157242384,4
0.0,0.0,0.30000000000000004,0.5,0.0,0.00392156862745098,2.0,1.0,0.0,0.0,0.0,2.0,266.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18453293960619002,0.11922448339725282,-0.08843915452263693,0.15364522510438375,-0.08105766552139884,-0.06395072489164945,-0.09108850144254516,-0.03679585767545045,0.06506674294916909,-0.045208477092193465,3
0.0,0.0,0.1,0.0,0.006666666666666666,0.00784313725490196,5.0,0.0,5.0,1.0,1.0,1.0,307.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1550053862215307,0.0745263936422926,0.17793494723747574,-0.04305148610809247,-0.1256132845587459,0.13452334105274752,-0.04538150723064834,-0.1556396484861461,0.09930983460019037,0.14404559215714283,3
0.0,0.0,0.1,1.0,0.0,0.0196078431372549,6.0,0.0,0.0,5.0,2.0,2.0,288.0,266.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.19137547058969254,-0.024437947361577582,-0.050161818037438674,0.05280547454957065,-0.023393003569361005,-0.0765548617491698,-0.022681750804066647,-0.07579019422472422,0.04409552293689491,-0.007310021169332674,2
0.0,0.0,0.1,0.0,0.0,0.1411764705882353,7.0,1.0,5.0,5.0,5.0,2.0,285.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.2,0.5,0.0,0.011764705882352941,12.0,0.0,1.0,0.0,2.0,1.0,218.0,307.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.22639032357201527,-0.04858832548939521,0.07886463334740179,-0.10444290065603995,0.07196406735207447,0.13883196722241287,0.11421959499244354,-0.005944972505903191,-0.22049446130897174,0.12363254128077814,2
1.0000000000000002,0.0,0.4,1.0,0.0,0.00392156862745098,2.0,1.0,1.0,5.0,0.0,2.0,266.0,266.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.17833330990095037,-0.024575434831553254,-0.06483926602720386,0.26006360556114777,0.24196038496550476,0.10515867126237675,-0.05818462187378062,-0.015680867545748208,0.21638931230028866,0.048754732465031335,1
0.0,0.0,0.30000000000000004,0.0,0.0,0.00784313725490196,5.0,0.0,0.0,0.0,1.0,1.0,307.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.12253979885110491,-0.04407646343058382,0.4246102869407329,0.08977828664958055,-0.03603635828641896,-0.06723410171215495,0.1241037177282891,-0.28204146903124416,-0.27318907597403425,0.05916851696683283,1
