Quantity,VideoAmt,PhotoAmt,ColorAmt,Fee,Age,BreedName,BreedPure,ColorName,StateBins,AgeBins,Type,Breed1,Breed2,Color1,Color2,Color3,Gender,Vaccinated,Dewormed,Sterilized,MaturitySize,FurLength,Health,truncatedsvd0,truncatedsvd1,truncatedsvd2,truncatedsvd3,truncatedsvd4,truncatedsvd5,truncatedsvd6,truncatedsvd7,truncatedsvd8,truncatedsvd9,AdoptionSpeed
0.0,0.0,0.5,0.0,0.0,0.00392156862745098,4.0,0.0,5.0,0.0,0.0,1.0,141.0,307.0,7.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.20940518845956707,-0.078269767892817,0.6434300683318229,-0.12460731319651666,0.06371180519846993,-0.18255242746539185,0.026502012789217072,-0.08213429661438165,-0.046231772160028994,-0.07603382484878385,3
0.4000000000000001,0.0,0.30000000000000004,1.0,0.0,0.023529411764705882,2.0,1.0,0.0,5.0,3.0,2.0,266.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06299673438055187,0.12899414402651407,-0.012818424558181267,-0.060773784793293976,-0.1264447259780508,-0.02509856866618243,0.19746018470743504,0.0951781546922484,0.09020615307158882,-0.050869018097357416,4
0.0,0.0,0.4,0.5,0.0,0.00784313725490196,12.0,0.0,0.0,0.0,1.0,1.0,218.0,307.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.20838267420443615,-0.08220768725621112,0.6772408939846035,-0.11974846032687182,0.05905497466663849,-0.20933540656335137,-0.012678875472316938,-0.015678738569172394,0.046725850574695554,0.01789494888779774,2
0.2,0.0,0.30000000000000004,1.0,0.0,0.03529411764705882,1.0,1.0,0.0,2.0,3.0,2.0,265.0,265.0,1.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.05273714616490637,-0.007491711480955944,0.014666334612994594,-0.0018791933772250584,-0.05376056356954369,0.0898103004609692,0.039785624128571034,-0.01348410344863082,-0.07590126955176783,0.04019789818122466,4
0.2,0.0,0.1,1.0,0.0,0.23529411764705882,6.0,0.0,0.0,5.0,6.0,2.0,252.0,299.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.3096149600275466,-0.0755447347651086,0.0003444244096754562,-0.02926975878251756,-0.07154022495418323,-0.10908763497871578,0.009060355486473121,0.007339039761345719,-0.1025203981632738,0.022936533212532282,4
0.0,0.0,0.30000000000000004,0.5,0.0,0.00392156862745098,2.0,1.0,0.0,0.0,0.0,2.0,266.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18556385368230532,0.11826552941852776,-0.08827541016023656,-0.15212308396922414,-0.04820835620885369,-0.07418511725448532,-0.09422705362134555,-0.028522221745636095,0.06039358116906429,-0.05993256397145887,3
0.2,1.0,0.4,1.0,0.06666666666666667,0.011764705882352941,11.0,1.0,0.0,0.0,2.0,2.0,299.0,0.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.18522482759496836,0.11577554591430335,-0.029247465336667344,-0.08410646208630666,0.04685439364841803,0.046168167067536084,0.03381314608116945,-0.06817991173994582,-0.05176542084044628,-0.028629046046118562,4
0.0,0.0,0.1,0.0,0.0,0.1411764705882353,7.0,1.0,5.0,5.0,5.0,2.0,285.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.2,0.5,0.0,0.011764705882352941,12.0,0.0,1.0,0.0,2.0,1.0,218.0,307.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.23248555354258754,-0.05359219115705287,0.0849573593082732,0.10528164045845523,0.01903839546988637,0.16438259453666948,0.133591417070388,0.012049704893254421,-0.22231933671321974,0.029798506849864334,2
1.0000000000000002,0.0,0.4,1.0,0.0,0.00392156862745098,2.0,1.0,1.0,5.0,0.0,2.0,266.0,266.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1787733633862506,-0.03134905724962105,-0.07077009994957208,-0.23434213838930848,0.23761729445703972,0.13089318689410293,-0.046699509812359624,0.014652004923704057,0.23539619853440838,-0.0005201812596565061,1
0.0,0.0,0.30000000000000004,0.0,0.0,0.00784313725490196,5.0,0.0,0.0,0.0,1.0,1.0,307.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.12833310856680688,-0.0485303217638817,0.44917494492069,-0.10813305801523376,-0.027197207170483566,-0.024723381998597103,0.18560154911668883,-0.2967624763946844,-0.20720593970404055,-0.10797160833596617,1
